wave,id,age,gender,ambition,ambition_1,ambition_2,ambition_3,ambition_4,ambition_5,ambition_6,ambition_7,motivation_to_lead,mtl_1,mtl_2,mtl_3,mtl_4,mtl_5,mtl_6,mtl_7,mtl_8,drive_to_achieve,extra,leader_ability,self,others,direct_reports,managers,peers
1,146,53,1,4.857142857142857,3,6,3,7,7,1,7,5.75,6,7,7,1,7,5,7,6,NA,NA,NA,6.72,6.275714285714286,6.191428571428571,6.38,6.35
1,147,43,1,5.857142857142857,5,6,7,6,6,5,6,4.75,5,4,5,6,4,5,4,5,NA,NA,NA,5.36,5.817164693033627,NA,5.367614269788183,6.2667151162790695
1,148,NA,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,7,6.488571428571428,6.72,5.64,6.54
1,149,NA,2,5.285714285714286,4,7,4,6,6,4,6,5.875,6,6,6,5,6,6,6,6,NA,NA,NA,5.44,5.455874325802137,5.562744246634824,6.486486486486487,5.041090325018897
1,150,NA,1,6.857142857142857,7,7,7,7,7,7,6,5.125,4,7,6,5,4,5,6,4,NA,NA,NA,5.44,6.745,6.71,6.58,6.98
1,151,50,2,7,7,7,7,7,7,7,7,5.5,6,6,6,4,5,6,5,6,NA,NA,NA,5.72,5.975043731778426,5.481768707482994,6.86,6.173333333333333
1,152,46,1,5.714285714285714,6,6,6,5,6,5,6,5,5,6,6,5,4,5,4,5,NA,NA,NA,4.94,5.005442176870748,5.699999999999999,4.167959183673469,5.148367346938775
1,153,34,2,7,7,7,7,7,7,7,7,6.25,6,6,7,5,7,5,7,7,NA,NA,NA,5.36,5.882756892230576,NA,6.1,5.810342522974102
1,154,40,1,6.142857142857143,5,7,5,7,6,6,7,5.75,6,6,5,6,6,6,5,6,NA,NA,NA,6,5.381473440440006,NA,5.066666666666666,5.486409031697786
1,155,46,1,5.571428571428571,4,5,2,7,7,7,7,4.625,4,7,4,2,5,4,6,5,NA,NA,NA,5.66,5.784,5.88,5.87,5.42
1,156,34,1,3.4285714285714284,2,3,3,3,4,3,6,4.125,4,6,5,4,6,1,6,1,NA,NA,NA,5.34,5.708972705781216,5.597787234042553,NA,5.847954545454545
1,157,NA,1,6.142857142857143,6,7,6,6,6,5,7,5.375,5,7,4,6,4,6,6,5,NA,NA,NA,5.7,5.761155202821869,5.618095238095238,6.3,5.599027777777778
1,158,35,2,7,7,7,7,7,7,7,7,5,6,6,6,6,6,6,2,2,NA,NA,NA,5.58,6.41095090209997,NA,6.305235137533273,6.516666666666667
1,159,51,1,6.285714285714286,5,7,5,7,7,6,7,6.625,7,7,7,5,7,7,7,6,NA,NA,NA,4.96,5.8979244306418215,6.2214285714285715,4.86,5.81256038647343
1,160,35,1,5.428571428571429,4,5,4,7,7,4,7,5.125,4,7,6,6,4,4,5,5,NA,NA,NA,5.82,6.029226190476191,6.057823129251701,6.080816326530613,5.974834183673469
1,161,40,1,5.857142857142857,6,6,4,6,6,6,7,5.875,6,6,6,5,6,6,6,6,NA,NA,NA,5.14,6.3955220349009165,NA,5.510204081632653,6.572585625554569
1,162,33,1,6.428571428571429,6,7,6,6,7,6,7,5.375,6,6,6,6,5,6,4,4,NA,NA,NA,5.27906976744186,5.278084257206208,NA,5.24,5.287605321507761
1,163,NA,1,6.857142857142857,7,7,6,7,7,7,7,6.75,7,7,7,6,7,6,7,7,NA,NA,NA,6.1,6.120479674796748,NA,6.170731707317073,6.107916666666666
1,164,47,2,6,5,7,7,6,6,5,6,6.25,7,7,7,6,6,6,4,7,NA,NA,NA,6.12,5.629679300291545,5.821326530612245,5.836734693877551,5.142857142857142
1,165,35,2,6.285714285714286,7,3,7,7,6,7,7,5.625,6,6,5,6,6,6,6,4,NA,NA,NA,5.32,5.835605193296831,5.802755102040816,6.02,5.817940379403794
1,166,44,1,7,7,7,7,7,7,7,7,6.375,7,7,2,7,7,7,7,7,NA,NA,NA,6.38,5.92,5.566666666666666,6.28,6.27
1,167,32,2,6.714285714285714,7,7,7,7,7,5,7,3.25,3,6,3,2,5,2,2,3,NA,NA,NA,5.938775510204081,5.615218094021451,5.042553191489362,5.966938775510204,5.589062801932367
1,168,NA,1,5.142857142857143,4,6,5,5,5,5,6,5,6,3,3,5,6,6,5,6,NA,NA,NA,4.88,6.012656534954408,5.142857142857143,6.54,6.1268085106382975
1,169,35,1,6.428571428571429,6,6,6,7,7,7,6,6.25,6,7,6,6,6,6,6,7,NA,NA,NA,4.6,5.677922615686591,5.549334516415262,5.658571428571428,5.848333333333334
1,170,42,1,3.142857142857143,2,3,5,2,2,5,3,3.875,5,5,5,3,5,3,3,2,NA,NA,NA,3.46,5.147094440495183,4.0638297872340425,4.934782608695652,5.578953268848739
1,171,39,1,7,7,7,7,7,7,7,7,6,6,6,6,6,7,6,4,7,NA,NA,NA,5.32,6.001425736961451,6.40469387755102,6.52,5.559722222222223
1,172,60,1,7,7,7,7,7,7,7,7,6.375,6,7,7,6,7,6,6,6,NA,NA,NA,5.82,6.211395348837209,6.554186046511628,6.74,5.806666666666667
1,173,59,1,6.285714285714286,6,7,4,7,6,7,7,5.5,7,7,7,3,7,3,7,3,NA,NA,NA,6.24,6.193231398423407,6.4025399296546155,5.98,6.055
1,174,37,2,6,6,6,6,6,6,6,6,5.375,5,6,6,6,4,6,6,4,NA,NA,NA,5.9,5.772595112118921,6.193544973544974,5.93,5.488544217687075
1,175,NA,2,5.571428571428571,4,7,6,6,7,2,7,5.625,6,6,7,6,6,4,4,6,NA,NA,NA,5.12,5.78,6.2,5.82,5.55
1,176,NA,2,6.142857142857143,6,7,7,5,6,6,6,6.25,6,6,6,6,7,7,6,6,NA,NA,NA,5.62,6.404979591836735,6.463401360544218,5.9,6.73469387755102
1,177,51,1,6.285714285714286,7,7,5,6,6,6,7,6.5,6,7,7,7,7,6,7,5,NA,NA,NA,5.78,5.581071428571429,6.32,5.74,4.789166666666667
1,178,47,1,6,5,7,7,5,7,5,6,4.625,3,7,7,4,4,5,2,5,NA,NA,NA,6.04,5.601258503401361,NA,5.673469387755102,5.529047619047619
1,179,34,1,6.142857142857143,6,5,6,5,7,7,7,5.125,5,6,6,4,6,3,6,5,NA,NA,NA,5.3061224489795915,6.155597402597403,6.64,5.285714285714286,6.284090909090909
2,180,NA,1,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.3333333333333335,4,5.28,5.810356373815676,5.815434969853574,6.291666666666667,5.562083333333334
2,181,33,1,5.571428571428571,6,7,6,4,4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,5,5.92,5.530427341149226,5.068888888888889,6.340425531914893,5.674081632653062
2,182,37,1,5.571428571428571,5,6,5,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.938775510204081,5.861636995223622,5.568273990447243,6.72,5.966666666666667
2,183,NA,2,6.714285714285714,7,7,7,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,4.98,5.853648667687433,5.727872340425533,5.777520814061054,5.954600758131573
2,184,45,1,5.857142857142857,6,6,7,7,6,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,5.9375,6.1473226226660875,NA,5.889795918367347,6.319007092198581
2,185,37,1,6.428571428571429,7,7,7,5,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.833333333333333,4,5.68,5.9872252235877035,6.0016326530612245,5.693617021276596,6.158951642672573
2,186,48,2,6.428571428571429,7,4,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,5,5.96,5.045767431972789,5.1866666666666665,5.900416666666667,4.335102040816327
2,187,NA,1,5.714285714285714,7,4,7,4,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.1666666666666665,5,3.9148936170212765,5.9323195762099985,6.032004429678848,5.489795918367347,5.968186850569025
2,188,40,2,6.857142857142857,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,5,5.88,6.3834435938177085,6.418759689922481,6.18,6.415942028985507
2,189,53,1,4.571428571428571,6,2,6,3,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,5,5.52,5.978696853741496,5.9204138321995465,6.18,5.972083333333334
2,190,43,1,6.714285714285714,7,7,6,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.6666666666666665,4,5.3,5.685448924134871,5.575593692022263,5.62,6.003913043478261
2,191,NA,1,5.857142857142857,4,5,7,7,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6.22,6.118649315969172,6.4509302325581395,6.2208163265306125,5.735284894099484
2,192,45,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,5.04,6.25546958283776,6.339583333333334,5.8478260869565215,6.291063829787234
2,193,40,1,6.142857142857143,6,7,5,5,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4.64,6.188430775900136,6.1884237950499354,6.47,6.0476548899129545
2,194,43,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,6.56,6.158469634230504,6.071339285714286,5.69,6.586956521739131
2,195,34,2,6.285714285714286,6,6,6,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4.86,6.06989281566285,6.4113987058237925,5.16,6.183333333333334
2,196,45,1,4.857142857142857,5,4,4,7,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,5,4.7,5.686955266955267,5.149777777777778,5.903265306122449,6.250272108843538
2,197,38,1,5.142857142857143,5,5,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,3.6,5.449345137264392,5.6145908956467965,5.02,5.416149068322982
2,198,42,1,6.571428571428571,6,7,6,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,6.88,6.082397959183673,6.308673469387755,6.14,5.7614965986394555
2,199,NA,2,6.428571428571429,6,7,7,7,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,6.06,5.962045454545454,5.284090909090909,6.46,7
2,200,48,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,5.5,6.270486254526952,6.680674890006285,5.333333333333333,6.035952380952381
2,201,34,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,4,5.52,5.795873015873016,NA,5.18,6.103809523809524
2,202,52,1,6.142857142857143,5,7,7,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,5.63265306122449,5.678223876760006,NA,5.469387755102041,5.747835917312662
2,203,44,1,6.857142857142857,6,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4.58,5.6180470521541945,5.900816326530612,4.12,5.74037037037037
2,204,NA,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,6.26,6.378370440127743,6.537374062581268,6.446808510638298,6.037550505050505
2,205,41,1,6.857142857142857,7,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,5.72,6.018143054323179,NA,5.76304347826087,6.273242630385488
2,206,34,2,3.5714285714285716,2,2,4,6,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.0212765957446805,5.895510204081632,NA,6.02,5.8540136054421765
2,207,49,1,6.285714285714286,6,6,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5.92,5.813860544217687,6.369897959183674,5.140000000000001,5.707063492063492
2,208,NA,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,5.14,5.505065789473685,6.875,6.06,4.542631578947368
2,209,38,2,6.428571428571429,6,7,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.28,5.328316326530612,5.445034013605442,5.535306122448979,5.073605442176871
2,210,NA,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,4.92,5.839216966881499,6.304706533151642,5.673469387755102,5.415164295392954
2,211,40,1,4.857142857142857,5,6,6,6,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,5.12,5.57452380952381,NA,5.666666666666667,5.543809523809524
2,212,55,1,6.142857142857143,1,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,6.04,5.755984042553192,5.474290780141844,6.2425,5.713333333333334
2,213,37,1,5.714285714285714,5,6,4,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.54,5.1212357472539844,NA,4.402222222222223,5.480742509769866
2,214,42,1,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,5,5.56,5.79,6.245,5.44,5.3
2,215,NA,2,6.714285714285714,7,7,7,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,6.163265306122449,6.2004016500217105,6.416211463308728,5.44,6.166122448979592
2,216,35,2,5.714285714285714,6,7,5,6,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8333333333333335,4,5.26,6.343774207555363,NA,5.872340425531915,6.4616326530612245
2,217,38,1,6.857142857142857,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4.92,5.336683296545568,5.92,5.562222222222222,4.932255481980026
2,218,NA,1,5,4,4,5,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,4.82,5.824520568634484,6.019345780865538,5.3061224489795915,5.79148181011535
2,219,39,1,6.142857142857143,6,6,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,6.08,6.150611231726733,6.5075,6.25,5.896722463453466
2,220,34,1,5.285714285714286,6,3,6,7,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,4,5.16,5.903361111111111,5.74,5.359999999999999,6.338402777777778
2,221,49,1,5.142857142857143,5,5,6,6,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2,5.22,5.1560106382978725,6.4,4.4375,4.980851063829787
2,222,39,1,6.571428571428571,7,6,7,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.666666666666667,5,5.1,5.769082125603864,6.028347826086956,4.86,5.64
2,223,33,1,6.714285714285714,5,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.3333333333333335,3,5.44,5.511979166666666,5.685277777777777,5.720000000000001,5.2
2,224,47,2,5.714285714285714,6,5,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,5.94,6.4722603586889305,6.533061224489796,5.78,6.66247990105133
2,225,NA,2,6.285714285714286,6,7,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5.25,4.089877551020408,NA,3.95,4.18312925170068
2,226,28,2,5.714285714285714,5,6,5,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,4.8478260869565215,6.445774001173929,6.914893617021276,6.068775510204082,6.399713438735178
2,227,33,1,6.142857142857143,6,6,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,4.34,6.098666295106116,NA,5.398536585365854,6.298703355031905
2,228,48,1,5.571428571428571,5,6,4,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,6.08,6.194109706376127,6.166666666666666,5.800000000000001,6.362730804810361
2,229,54,1,5.714285714285714,5,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,4,4.64,6.025309534148006,6.39,5.800000000000001,5.932388913012013
2,230,57,1,5.571428571428571,5,6,6,5,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.666666666666667,4,6,5.040144784184312,4.553732686414066,6.12,5.166605143349329
2,231,NA,1,4.285714285714286,4,4,5,4,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,4,5.040816326530612,6.402591402518454,6.8277551020408165,5.948723404255319,6.46
2,232,37,2,6.285714285714286,6,6,6,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,4.96,6.038352746006942,6.528951115329853,6.02,5.717404748460649
2,233,43,1,3.857142857142857,4,3,5,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,3,4.8,6.199037076652277,6.242962962962963,6.399913156752063,6.0211938036084
2,234,43,1,5.714285714285714,4,6,5,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.3,6.064496274700357,6.12030612244898,6.375,5.905185185185185
2,235,42,1,6,5,7,5,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,5,5.6,6.554919669995658,6.716312056737589,5.816326530612245,6.682127659574467
2,236,NA,1,6.142857142857143,7,7,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6666666666666665,4,5.04,6.1574766011643085,6.024444444444445,5.627441860465116,6.522268089053803
2,237,34,2,4.857142857142857,4,5,4,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,4,4.854166666666667,5.3519545082577,5.722743044189853,5.325454545454545,4.991765957446808
2,238,NA,1,6.571428571428571,6,7,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,4.96,5.869569739952719,NA,5.852222222222222,5.8811347517730495
2,239,37,2,5.571428571428571,6,6,5,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,3,5.38,6.354285714285714,6.6066666666666665,5.3,6.453333333333333
2,240,NA,2,5.428571428571429,6,6,6,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,3,4.72,5.995460992907801,NA,5.88,6.053191489361701
2,241,39,1,6.714285714285714,7,7,7,6,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,4.74,6.230071213374785,6.463673469387755,5.3963636363636365,6.530123873873874
2,242,46,2,5.857142857142857,6,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,5,4.92,6.006961649094925,6.385618710944137,5.279999999999999,5.897121146330873
2,243,40,1,5.571428571428571,2,6,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,5,5.040816326530612,6.600649350649351,6.5615151515151515,6.42,6.7
2,244,53,1,6,5,6,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,4,5.84,5.681857103568482,5.82813829787234,4.84,5.810223266745005
2,245,35,1,6.571428571428571,7,7,7,7,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,6.42,6.437766395095587,6.601449275362318,6.26,6.236683673469388
2,246,26,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.6666666666666665,5,6.22,6.486785714285714,6.655,6.13375,6.52
2,247,44,2,6.142857142857143,6,6,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.96,4.4038920658948415,NA,4.083333333333333,4.564171432175595
2,248,42,1,3.5714285714285716,3,4,4,1,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,4,5.4,5.918157894736842,NA,5.24,6.144210526315789
2,249,36,1,4.571428571428571,2,7,5,4,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8333333333333335,4,6.204081632653061,5.186499545855962,5.481267345050879,5.0625,5.0313208616780045
2,250,53,2,6.571428571428571,6,7,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.5,4,5.06,5.4,5.24,5.96,5.279999999999999
2,251,57,1,6,6,6,6,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,5,5.28,5.73466472303207,5.790884353741497,5.62,5.716666666666667
2,252,47,1,5.714285714285714,6,6,3,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,4.86,6.072827596761657,6.118258503401361,5.8979591836734695,6.059756066734074
2,253,47,1,6.142857142857143,4,7,6,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,5.72,6.243050650520256,6.188140830800405,6.06,6.395583900226757
2,254,NA,NA,5.285714285714286,5,4,6,5,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.854166666666667,6.20469539730786,6.46,5.74468085106383,6.2729320451584885
2,255,41,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,6,6.2444929371687,6.188808679500169,NA,6.328019323671498
2,256,42,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,5,5.98,5.909873103087389,5.914204081632653,6.263333333333334,5.78844387755102
2,257,NA,2,5.714285714285714,4,7,5,7,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6666666666666665,5,4.12,5.749657758181145,6.127510766580534,5.770195578231293,5.162340425531915
2,258,37,1,6.142857142857143,6,6,6,7,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5.52,5.752488834096763,5.793302721088436,5.5,5.7594058911165344
2,259,NA,1,6.857142857142857,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,4,5.081632653061225,5.765679830373708,6.113636363636363,5.693061224489796,5.715
2,260,46,2,6.142857142857143,6,6,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,4,6.58,5.72909656106861,6.016756756756757,6.26,5.380625554569654
2,261,37,1,5.714285714285714,5,6,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,4,4.96,6.007686825280369,6.121317122593718,6.0344827586206895,5.64
2,262,NA,1,5.285714285714286,6,5,6,6,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,5.918367346938775,5.608377892190311,5.2567375886524825,5.654081632653061,5.812335600907029
2,263,36,2,6.285714285714286,6,6,6,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,3,5.58,6.371119213989944,6.139693877551021,6.476828231292517,6.728260869565217
2,264,53,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,6.5,6.84,6.74,6.88,6.8933333333333335
2,265,51,1,6.142857142857143,7,7,7,7,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,5.42,6.603690476190476,6.82,6.35,6.628611111111111
2,266,40,1,6.857142857142857,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,6.36,5.976677248677249,6.105,6.24,5.666031746031746
2,267,47,1,6.714285714285714,6,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.833333333333333,4,5.408163265306122,5.6135958296362025,NA,5.949130434782608,5.278061224489796
2,268,34,2,6.571428571428571,7,7,7,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.3333333333333335,4,5.3,5.945555555555556,5.873140096618357,5.64,6.20695652173913
2,269,41,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,3,5.816326530612245,5.745650510204082,6.026041666666666,5.286326530612245,5.9245833333333335
2,270,NA,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.12,5.55136527470355,5.178936170212766,4.994146341463415,5.923224489795919
2,271,45,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5.18,6.37203765227021,NA,6.061224489795919,6.434200284765069
2,272,34,2,3.4285714285714284,3,3,2,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5.4,5.902311951473045,6.083333333333333,5.51063829787234,5.972529375386518
2,273,NA,1,6.428571428571429,6,7,6,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.36,5.722975008443093,6.227407407407408,5.62,5.461505572441743
2,274,56,1,6.428571428571429,5,5,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,4,5.3,6.074633364973897,5.8242667299477935,6.08,6.406666666666666
2,275,30,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.7,5.931875530562309,6.480861678004535,5.73469387755102,5.448616600790514
2,276,43,1,5.571428571428571,6,6,5,5,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,4.73469387755102,5.271752081406105,NA,5.308510638297872,5.247246376811594
2,277,51,1,6.285714285714286,6,7,7,6,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,4.56,6.03359693877551,6.383928571428571,5.744897959183673,5.56
2,278,36,1,6.285714285714286,6,7,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,4,5.4,5.85215780141844,6.263936170212766,4.52625,6.1033333333333335
2,279,50,1,5.571428571428571,6,7,5,6,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,5,5.72,6.12058642870415,6.481195905248089,NA,5.519570634464252
2,280,NA,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.833333333333333,5,5.94,6.012816506410257,5.996260683760684,5.59375,6.13
2,281,37,2,3.857142857142857,4,2,5,3,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,3,4.92,5.352331262939959,5.282608695652174,5.16,5.43968253968254
2,282,38,1,6.428571428571429,6,7,6,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,3,5.62,6.340950721752115,6.49,6,6.355234776837564
2,283,38,2,6.285714285714286,6,7,4,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.833333333333333,5,5.4,6.341859410430839,6.394795918367347,6.65938775510204,6.059591836734694
2,284,36,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,6.22,5.806666666666667,6.413333333333333,6.16,4.72
2,285,42,2,5.285714285714286,4,6,4,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,4,5.84,5.33125,NA,4.12,5.735
2,286,33,2,6,5,6,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8333333333333335,4,5.36,5.572300477637864,NA,5.73734693877551,5.462269503546099
2,287,41,1,1.8571428571428572,1,1,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5.82,6.123330438558402,6.481768707482994,5.880000000000001,5.927112462006079
