wave,id,age,gender,ambition,ambition_1,ambition_2,ambition_3,ambition_4,ambition_5,ambition_6,ambition_7,motivation_to_lead,mtl_1,mtl_2,mtl_3,mtl_4,mtl_5,mtl_6,mtl_7,mtl_8,drive_to_achieve,extra,leader_ability,self,others,direct_reports,managers,peers
2,288,40,1,5.428571428571429,5,6,4,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.1666666666666665,4,5.08,6.2045582379293185,6.528095238095238,5.876804380288701,6.206666666666667
2,289,47,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,6.34,NA,NA,NA,NA
2,290,55,1,6.142857142857143,5,7,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.78,5.9030555555555555,5.458333333333333,6.22,5.9350000000000005
2,291,NA,1,6.714285714285714,7,7,7,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8333333333333335,4,3.8,5.43,5.57,5.16,5.333333333333333
2,292,38,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,5,6.142857142857143,5.851110080395795,NA,5.979591836734694,5.808282828282828
2,293,35,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,4,5.52,6.093333333333333,NA,NA,6.093333333333333
2,294,30,1,6.571428571428571,7,7,7,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,3,5,6.023192282251279,6.660790835181079,5.26530612244898,5.7344649075045036
2,295,39,1,4.857142857142857,4,7,2,7,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,4,6.46,5.609572299363779,5.584484549138804,4.890000000000001,5.7735569594165135
2,296,NA,1,6.285714285714286,6,6,6,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,5.78,5.808949196699957,6.003510638297873,5.558775510204082,5.67
2,297,45,1,4.285714285714286,5,5,4,4,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.84,6.535353445726116,6.5797278911564625,6.6938775510204085,6.3895297249334515
2,298,56,1,4.714285714285714,5,5,3,4,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,5.36,6.180242346938775,6.445,6.033469387755102,5.797499999999999
2,299,NA,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.833333333333333,4,5.74,6.229004842168976,6.816388888888889,6.393673469387755,5.810706963249516
2,300,43,1,5.428571428571429,5,5,4,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,5.6938775510204085,5.96493941075248,6.084583333333333,6.061249999999999,5.7412071211463305
2,301,NA,1,6.714285714285714,7,7,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,6.46,6.485,6.58,6.25,6.546666666666667
2,302,34,2,5.285714285714286,4,7,6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.6666666666666665,4,6,6.251428571428572,6.06,6.48,6.366666666666666
2,303,NA,2,6.285714285714286,6,7,6,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4.72,6.159904472427269,6.2842553191489365,6.185410334346504,6.06
2,304,45,1,5.857142857142857,5,6,7,5,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.6666666666666665,4,5.510204081632653,5.907906602254428,6.46,6.222222222222222,5.435072463768116
2,305,36,2,6.285714285714286,5,7,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,6.285714285714286,5.989659863945578,5.667551020408164,5.877551020408164,6.2417687074829935
2,306,NA,1,4.285714285714286,3,5,5,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,6.34,6.3432045158488926,NA,6.326530612244898,6.348762483716891
2,307,35,1,6.142857142857143,5,6,7,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.8333333333333333,3,5.22,5.885621621621621,NA,5.76,5.969369369369369
2,308,NA,1,5.285714285714286,4,7,4,5,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4.14,5.29405283617816,5.199077125906394,6.270833333333333,4.900638297872341
2,309,39,1,6.285714285714286,6,7,4,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.666666666666667,5,5.46,6.2757240038872695,6.085034013605442,6.3100000000000005,6.38
2,310,NA,1,5.714285714285714,4,4,7,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,5.44,5.469203118805339,5.511105457909343,5.54,5.35
2,311,51,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.833333333333333,5,6.28,5.6613654033041785,5.60985260770975,6.42,5.46
2,312,41,1,6.142857142857143,5,7,5,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.833333333333333,5,5.86,5.914836718644317,6.29209405501331,6.206046511627907,5.217687074829932
2,313,33,1,6.428571428571429,7,5,6,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,5,6.12,6.1223394268774705,NA,5.5725,6.305619235836627
2,314,30,2,6.285714285714286,6,6,6,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,5.72,6.238509316770187,6.84,6.4,5.5831884057971015
2,315,44,1,6.571428571428571,7,7,5,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5.24,5.97262548849327,NA,5.24,6.155781860616587
2,316,43,2,5.285714285714286,4,7,6,5,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,6.3,6.088092403628118,6.329583333333334,5.529999999999999,6.40469387755102
2,317,44,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.98,5.857142857142858,5.78,5.79,5.91
2,318,44,1,6.285714285714286,6,6,7,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,4,6.12,6.168086303939963,NA,5.2439024390243905,6.352923076923077
2,319,40,2,5.428571428571429,5,5,7,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,3,5.755102040816326,5.59,NA,5.68,5.5
2,320,48,2,6.714285714285714,7,7,7,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6.04,5.8435526783247145,5.926808510638298,5.488775510204082,6.031818181818181
2,321,50,2,4.571428571428571,4,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,5.24,5.986721088435374,NA,6.06,5.968401360544218
2,322,NA,2,6.142857142857143,7,1,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,4,5.7,6.171616731799102,6.336914893617021,NA,5.841020408163265
2,323,47,1,6.714285714285714,7,7,7,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,5,6.02,6.525,6.54,6.58,6.486666666666666
2,324,29,1,6.428571428571429,7,7,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,5.54,5.819559167540534,6.13433465085639,5.2,5.9178231292517
2,325,NA,2,5.571428571428571,5,6,6,5,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5.52,6.376348965117963,6.555555555555555,6.571428571428571,6.067089303806629
2,326,36,1,5,6,6,6,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.8333333333333335,2,5.36,5.228125960061444,NA,4.795918367346939,5.314567478604345
2,327,29,2,5.857142857142857,7,7,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5.04,6.344416726187143,6.569092223293054,5.96,6.301127214170692
2,328,42,2,6.714285714285714,7,6,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6666666666666665,4,4.78,6.73512189716312,6.761702127659574,6.807083333333333,6.61
2,329,44,1,6.428571428571429,7,7,6,7,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,5.24,5.556462585034014,5.926530612244898,NA,4.816326530612245
2,330,NA,2,6.571428571428571,6,6,7,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,5,6.26,6.557339797061042,6.41915327833261,6.6,6.727368421052631
2,331,40,1,5.285714285714286,6,6,6,4,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,4.6938775510204085,5.456805786267996,4.56,5.853877551020409,5.477338237620629
2,332,33,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5.86,6.3342857142857145,6.506666666666667,5.74,6.36
2,333,39,2,5,3,6,3,7,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,5.68,6.523356973995272,6.5600000000000005,6.46,6.520047281323877
2,334,29,2,5,6,6,6,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,4,4.6,6.382350850699688,6.558139534883721,6.942857142857143,6.136919191919192
2,335,45,1,6.714285714285714,5,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6666666666666665,3,5.48,6.240674945962135,6.638245614035087,6.23,6.006402523503216
2,336,46,1,5.714285714285714,6,6,7,6,7,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,4.54,6.0450255102040815,6.571292517006803,5.816326530612245,5.7075000000000005
2,337,36,2,6.142857142857143,6,6,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,6.06,6.249965805471125,6.1799487082066875,6.390000000000001,NA
2,338,32,2,5.714285714285714,3,4,7,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.166666666666667,5,5.48,6.361031746031746,6.764722222222223,4.625,6.536018518518518
2,339,53,2,6.571428571428571,6,7,7,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,5,5.78,5.8271428571428565,6.377551020408163,4.68,5.842585034013605
2,340,NA,1,6.142857142857143,6,7,6,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,5.44,5.636134711567842,5.905904195011338,6.04,4.624893617021277
2,341,44,1,5.857142857142857,5,5,7,7,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,4,5.8,6.261305474570781,6.415759637188208,5.52,6.353953136810279
2,342,47,2,6,6,6,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,3,4.26,4.911404101140919,4.009361702127659,5.699166666666667,5.4195652173913045
2,343,29,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.68,6.284628964416198,6.340618955512572,5.0476190476190474,6.819148936170213
2,344,38,1,6.285714285714286,6,7,7,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,3,4.82,5.447708825847124,5.4125,5.74,5.299793144208038
2,345,41,1,3.4285714285714284,2,4,2,3,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,4,5.72,6.412557740421397,6.585555555555556,6.76,6.123745838761036
2,346,36,1,5.714285714285714,4,7,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5.86,6.445714285714286,6.593333333333334,6.029999999999999,6.64
2,347,40,1,4.857142857142857,3,5,6,5,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,5,6.212765957446808,5.557145631302166,5.097671957671958,6.06,5.8490011820330965
2,348,36,1,5.571428571428571,5,6,4,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,5.78,6.190158367208672,6.046666666666667,6.477083333333333,6.142366757000904
2,349,32,1,5.714285714285714,5,6,7,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,5,5.32,5.76530612244898,5.906997084548105,5.43,5.6850000000000005
2,350,45,1,5.428571428571429,4,5,5,7,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,5,5.72,6.195595238095239,6.344166666666666,5.888333333333334,6.28
2,351,41,1,3.7142857142857144,3,3,4,3,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.1666666666666665,3,5,5.556824016563147,NA,5.710869565217392,5.454126984126984
2,352,42,1,4.285714285714286,4,4,5,3,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.1666666666666665,4,4.2,5.5859375,4.9425,5.8100000000000005,6.08
2,353,65,1,6,4,7,7,7,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6.22,6.056281179138322,6.334149659863946,6.095238095238095,5.62
2,354,41,1,6.428571428571429,7,7,5,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.6666666666666665,4,5.96,5.6080417977467665,6.050799319727891,5.9,4.908615794143745
2,355,NA,1,6.142857142857143,6,7,6,7,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4.52,5.628571428571429,5.82,6.4,5.18
2,356,30,2,4,4,2,4,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,5.14,5.973788500506585,6.012708333333333,5.795102040816326,6.024211897524967
2,357,39,1,6.571428571428571,7,7,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,4,5.66,5.72538999450712,5.677952898550725,5.75,5.80795918367347
2,358,NA,2,6.428571428571429,7,7,7,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,5,5.58,5.787482993197279,NA,5.883673469387755,5.739387755102041
2,359,38,2,6.714285714285714,6,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,3,5.54,6.126028368794326,6.3933333333333335,5.82,5.9361702127659575
2,360,NA,1,6.857142857142857,7,7,7,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,4,4.78,5.102083333333333,5.626666666666667,5.2683333333333335,4.466666666666667
2,361,NA,2,6.285714285714286,7,7,6,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5.8,4.881020408163265,5.3933333333333335,4.594081632653061,4.56
2,362,40,1,6.857142857142857,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.833333333333333,5,5.92,6.4210714285714285,6.481714285714286,5.66,6.65
2,363,NA,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6.38,6.272656007691831,6.427218410768563,6.46,5.3125
2,364,51,1,6,6,6,6,5,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,5.56,5.657703335720253,5.456377551020408,6.36,5.5578216374269
2,365,NA,1,3.7142857142857144,2,6,4,3,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.1666666666666665,4,5.86,6.149047619047619,6.371428571428572,5.64,6.07
2,366,41,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,4,5.12,5.323081395348837,4.9875,5.02,5.75968992248062
2,367,40,1,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,3,5.3,5.103393321770717,5.3438331854480925,5.851063829787234,4.693876576646961
2,368,43,1,5,4,7,5,7,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,5.24,5.802620391621694,5.532127659574468,6.530612244897959,5.9796099290780145
2,369,35,1,6.142857142857143,6,6,7,5,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,6.38,5.760372260015117,5.894170068027211,5.54,5.610833333333333
2,370,45,1,6.142857142857143,6,6,7,6,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.6666666666666665,3,5.395833333333333,6.1219024231384305,NA,6.13265306122449,6.118318877109743
2,371,NA,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,5.32,6.6165491870507065,6.631987262990303,6.78,6.511666666666667
2,372,46,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.166666666666667,4,5.32,6.445714285714286,6.473333333333334,6.44,6.42
2,373,NA,1,6.428571428571429,7,7,6,7,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.6666666666666665,4,5.22,5.565664847334283,5.275277777777778,5.977142857142857,5.589767441860465
2,374,NA,2,4.857142857142857,5,6,6,5,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,5.52,6.109710144927536,6.349130434782609,6.2,5.92
2,375,37,2,6.428571428571429,7,7,7,7,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.1666666666666665,4,4.82,5.747022241520722,NA,5.798167848699764,5.712925170068027
2,376,36,2,6.857142857142857,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,5,6.3,5.542282030527289,5.8649275362318845,5,5.3294547872340425
2,377,45,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,4,5.68,5.990720720720721,6.723333333333334,5.88,5.050810810810811
2,378,NA,2,6.714285714285714,7,7,7,7,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,3,5.36,5.7428552444233505,NA,5.936938775510204,5.613466223698782
2,379,39,1,6.714285714285714,7,7,7,7,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,4,4.2,5.893328294280675,6.011836734693878,6.16,5.671111111111111
2,380,41,1,6.571428571428571,7,7,4,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6.1,5.94,6.125,6.23,5.5
2,381,44,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.666666666666667,4,6.4,5.949898648648649,6.168626126126126,NA,5.731171171171171
2,382,42,1,6,6,6,6,5,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.28,5.858653381642512,5.5529166666666665,6.6,5.81536231884058
2,383,54,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,6.12,5.655,5.926666666666667,5.74,5.326666666666666
2,384,41,1,5.428571428571429,5,7,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6666666666666665,4,5.78,6.340571055050383,6.2150522394781875,6.104489795918367,6.615510204081633
2,385,44,1,6.142857142857143,6,6,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5.56,5.984832364717014,5.954814814814815,5.948979591836735,6.065711462450593
2,386,36,1,5.714285714285714,6,5,7,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,4,4.68,5.077425044091711,5.414206349206349,5.33,4.46
2,387,34,1,5.714285714285714,3,7,5,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.666666666666667,4,5.591836734693878,5.848329940060061,5.922242254903812,5.197959183673469,6.049348390739695
2,388,31,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.6666666666666665,4,5.32,6.34140706573327,6.88,6.3061224489795915,6.089752906976744
2,389,41,2,6.428571428571429,5,7,7,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.833333333333333,5,5.82,6.088419759909121,6.256934240362812,5.7482993197278915,6.047836879432624
2,390,NA,1,5.285714285714286,6,5,4,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4.92,5.744262502479321,6.126359338061466,5.4399999999999995,5.437641723356009
2,391,50,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.38,5.897878787878788,5.94,6,5.783636363636363
2,392,58,1,5.285714285714286,6,5,7,4,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3333333333333335,3,5.7,5.674302059496568,NA,5.04,5.8857360793287565
2,393,44,1,6.142857142857143,6,7,4,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,5.735350367789392,6.3805555555555555,5.3100000000000005,5.588780487804878
2,394,31,2,6.428571428571429,7,5,5,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8333333333333335,5,5.8,6.56843537414966,NA,6.529999999999999,6.58765306122449
2,395,NA,2,5.714285714285714,7,6,6,7,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6.04,6.332056737588652,6.363085106382979,NA,6.27
2,396,36,2,6.285714285714286,7,6,5,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,5,6.016823614394537,6.526666666666666,5.83625,5.724728132387707
2,397,48,1,6.142857142857143,6,6,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,4,5.98,5.118115501519757,5.24,4.98,5.042269503546099
2,398,52,2,6.714285714285714,6,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5.6,5.987274263676703,6.201105769230769,6.234196117471379,5.537551020408164
2,399,NA,1,6.857142857142857,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.3333333333333335,5,5.428571428571429,6.257215332422538,6.417195121951219,6.425531914893617,5.448979591836735
2,400,NA,1,6.428571428571429,6,7,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6.38,6.271616415183095,6.4538690476190474,6.083617021276596,6.274489795918368
2,401,44,1,6.571428571428571,6,7,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,5,5.56,5.660367346938775,5.980918367346939,5.4399999999999995,5.45
2,402,46,1,5.857142857142857,6,6,6,6,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5.28,6.173586005830904,6.779999999999999,5.48,6.043775510204082
2,403,50,2,5.571428571428571,5,6,6,4,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,5.16,4.928749714670158,5.610931677018634,4.414897959183674,4.361741601863183
2,404,52,1,6.857142857142857,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6666666666666665,5,4.22,5.677555370985604,5.668611111111111,5.12,5.872351421188631
2,405,42,2,5.428571428571429,4,6,5,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6.12,6.220682110682111,6.152222222222222,6.18,6.302702702702703
2,406,NA,1,6,7,5,6,6,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,4,5.56,5.536459327366559,5.557346938775511,5.02,5.672083357237605
2,407,45,2,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,5,6.16,5.451920432657515,5.721503401360544,5.779999999999999,5.117908102957495
2,408,NA,2,6.285714285714286,5,7,4,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,5,5.8,6.399316996704215,6.505504971219257,6.833333333333334,6.102667847503374
2,409,46,1,6.571428571428571,6,7,6,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,5,5.18,6.128155408059881,6.131156462585034,6.553191489361702,5.983475659767453
2,410,NA,1,5.571428571428571,7,7,5,6,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,4,5.36,5.824703417150226,NA,5.72,5.877055125725338
2,411,35,1,6.857142857142857,7,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.833333333333333,5,5.64,6.230928861788618,6.60154810298103,4.92,5.926666666666667
2,412,44,1,5.714285714285714,5,7,5,5,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.166666666666667,5,5.42,5.7704336734693875,6.1575,5.636734693877551,5.13
2,413,NA,2,6.571428571428571,6,7,7,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,4.96,6.299724963168534,6.557127659574468,6.002083333333333,6.154949121184089
2,414,42,1,6,7,2,7,5,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,3,4.8,5.889537037037037,6.383333333333333,5.60625,5.42
2,415,NA,1,5,6,6,6,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8333333333333335,4,5.12,6.043003421309873,6.178636363636364,5.86,5.863239247311828
2,416,NA,1,5.142857142857143,5,3,6,6,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,4.571428571428571,5.17265306122449,5.026367346938775,4.74,5.5606802721088435
2,417,45,1,6.714285714285714,6,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5.14,6.083537234042553,6.411574468085107,5.86,5.729375
2,418,50,1,6.142857142857143,6,6,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.666666666666667,5,5.58,6.0027465986394555,6.122448979591836,5.14,6.188507653061224
2,419,46,1,5.714285714285714,4,4,7,7,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,4,6.74,6.660547112462006,6.666666666666667,6.514042553191489,6.797872340425532
2,420,NA,1,5.285714285714286,5,5,7,5,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6666666666666665,4,4.34,6.245668903430937,6.358378623188406,6.591836734693878,5.98
2,421,NA,1,5.857142857142857,5,6,7,5,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,4,5.18,5.55869387755102,5.493367346938776,5.82,NA
2,422,NA,NA,6.857142857142857,7,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,5.22,4.70191029651706,4.250348639455782,4.382978723404255,5.41030303030303
2,423,NA,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.333333333333333,3,5.76,6.146997314292147,6.579383412939644,5.589387755102041,5.942222222222222
2,424,NA,1,6.714285714285714,7,7,7,7,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,5.8,6.093276595744681,6.233191489361703,5.9,6.05
2,425,NA,1,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.333333333333333,4,6.22,5.741828703703704,6.492,5.28,5.176388888888889
2,426,NA,1,6,6,7,6,6,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.333333333333333,4,4.510204081632653,6.383636363636364,6.04,6.54,6.623030303030303
2,427,49,1,5.714285714285714,6,6,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.6666666666666665,3,5.9,5.7337096088435375,5.709444444444444,5.507755102040816,5.908611111111111
